denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
EUROVIA ILE DE FRANCE,EUROVIA IDF,,,,,EUROVIA IDF,,,,100 à 199 salariés,Construction de routes et autoroutes,Construction de routes et autoroutes,Construction de routes et autoroutes,Génie civil,Construction,False,Construction de routes et autoroutes,Construction de routes et autoroutes,Construction de routes et de voies ferrées,Génie civil,Construction,,78,,BD,MARECHAL FOCH,95210,SAINT-GRATIEN,,95555,0,,,0,,,,0,,,0,,
EUROVIA ILE DE FRANCE,EUROVIA IDF,,,,,EUROVIA IDF,,,,100 à 199 salariés,Construction de routes et autoroutes,Construction de routes et autoroutes,Construction de routes et autoroutes,Génie civil,Construction,False,Construction de routes et autoroutes,Construction de routes et autoroutes,Construction de routes et de voies ferrées,Génie civil,Construction,,48,,AV,GABRIEL PERI,78360,MONTESSON,,78418,0,,,0,,,,0,,,0,,
EUROVIA ILE DE FRANCE,EUROVIA IDF,,,,,EUROVIA IDF,,,,100 à 199 salariés,Construction de routes et autoroutes,Construction de routes et autoroutes,Construction de routes et autoroutes,Génie civil,Construction,False,Construction de routes et autoroutes,Construction de routes et autoroutes,Construction de routes et de voies ferrées,Génie civil,Construction,ZONE INDUSTRIELLE,0,,RUE,JACQUART,77290,MITRY-MORY,,77294,0,,,0,,,,0,,,0,,
TRANSGOURMET SERVICES,,,,,,,,,,100 à 199 salariés,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,17,,RUE,DE LA FERME DE LA TOUR,94460,VALENTON,,94074,0,,,0,,,,0,,,0,,
ALLIANCE HEALTHCARE REPARTITION,AHR,,,,,AHR,,,,100 à 199 salariés,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,ZI OUEST,0,,RUE,DES FRERES LUMIERE,91160,LONGJUMEAU,BP 352,91345,91163,LONGJUMEAU CEDEX,,0,,,,0,,,0,,
ALLIANCE HEALTHCARE REPARTITION,AHR,,,,,AHR,ALLIANCE SANTE,,,100 à 199 salariés,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",BATIMENT B,222,,RUE,DES CABOEUFS,92230,GENNEVILLIERS,,92036,0,,,0,,,,0,,,0,,
ALLIANCE HEALTHCARE REPARTITION,AHR,,,,,AHR,,,,100 à 199 salariés,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,BATIMENT A,222,,RUE,DES CABOEUFS,92230,GENNEVILLIERS,,92036,0,,,0,,,,0,,,0,,
SOCIETE FLO EVERGREEN,,,,,,,RAINFOREST CAFE,,,100 à 199 salariés,Restauration traditionnelle,Restauration traditionnelle,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration,False,Restauration traditionnelle,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration,ZAC PARC CENTRE TOURISTIQU,0,,,DISNEY VILLAGE,77700,CHESSY,,77111,0,,,0,,,,0,,,0,,
SNCF CONSEIL,,,,,,,,,,100 à 199 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",01-Mar,1,,AV,FRANCOIS MITTERRAND,93210,SAINT-DENIS,,93066,0,,,0,,,,0,,,0,,
DAUPHINE ISOLATION ENVIRONNEMENT,DI ENVIRONNEMENT,DAUPHINE ISOLATION ENVIRON- RHONE ASSAIN,,,,DI ENVIRONNEMENT,,,,100 à 199 salariés,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",False,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",,8,,RUE,GUY MOQUET,95100,ARGENTEUIL,,95018,0,,,0,,,,0,,,0,,
KRYS GROUP SERVICES,,,,,,,,,,100 à 199 salariés,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",False,Location de terrains et d'autres biens immobiliers,Location et exploitation de biens immobiliers propres ou loués,Location et exploitation de biens immobiliers propres ou loués,Activités immobilières,Activités immobilières,,65,,RUE,DES 3 FONTANOT,92000,NANTERRE,,92050,0,,,0,,,,0,,,0,,
LENI,,,,,,,LENI  EXHIBIS  LENI AZUR  AUDIOEVENTS,,,100 à 199 salariés,"Organisation de foires, salons professionnels et congrès","Organisation de foires, salons professionnels et congrès",Organisation de salons professionnels et congrès,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,True,"Organisation de foires, salons professionnels et congrès",Organisation de salons professionnels et congrès,Organisation de salons professionnels et congrès,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,,94,B,RUE,MARCEAU,93100,MONTREUIL,,93048,0,,,0,,,,0,,,0,,
BOREALIS CHIMIE,,,,,,,,,,100 à 199 salariés,Fabrication de produits azotés et d'engrais,Fabrication de produits azotés et d'engrais,Fabrication de produits azotés et d'engrais,Industrie chimique,Industrie manufacturière,False,Fabrication de produits azotés et d'engrais,Fabrication de produits azotés et d'engrais,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique",Industrie chimique,Industrie manufacturière,,0,,,USINE DE GRANDPUITS,77720,MORMANT,CS 20798,77317,0,,,0,,,,0,,,0,,
HENIX,,,,,,,,,,100 à 199 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,1,,RUE,FRANCOIS ORY,92120,MONTROUGE,,92049,0,,,0,,,,0,,,0,,
ITS INTEGRA,,INTEGRA,,,,,,,,100 à 199 salariés,"Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes",Services d'information,Information et communication,True,"Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes ; portails Internet",Services d'information,Information et communication,,42,,RUE,DE BELLEVUE,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
ERIGE SECURITE,,ERIGE SECURITE,,,,,,,,100 à 199 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,A 35,31,,RUE,ERNEST RENAN,92130,ISSY-LES-MOULINEAUX,,92040,0,,,0,,,,0,,,0,,
