denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
VULCANIC,,,,,,,,,,50 à 99 salariés,Fabrication d'appareils électroménagers,Fabrication d'appareils électroménagers,Fabrication d'appareils électroménagers,Fabrication d'équipements électriques,Industrie manufacturière,True,Fabrication d'instrumentation scientifique et technique,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie","Fabrication de produits informatiques, électroniques et optiques",Industrie manufacturière,ZI DES CHANOUX,48,,RUE,LOUIS AMPERE,93330,NEUILLY-SUR-MARNE,,93050,0,,,0,,,,0,,,0,,
SOCIETE LOUIS VUITTON SERVICES,,,,,,,,,,50 à 99 salariés,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Activités liées à l'emploi,Activités de services administratifs et de soutien,False,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,4,,BD,DU MOULIN A VENT,95520,OSNY,,95476,0,,,0,,,,0,,,0,,
ASS DES CENTRES SOCIAUX D'AULNAY SOUS BOIS,ACSA,,,,,ACSA,,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,92,,CHE,DU MOULIN DE LA VILLE,93600,AULNAY-SOUS-BOIS,,93005,0,,,0,,,,0,,,0,,
SENIOR CALORSTAT,,,,,,,,,,50 à 99 salariés,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,True,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,ZI DE LA GAUDREE,0,,RUE,DES SOUFFLETS,91410,DOURDAN,BP 58,91200,91416,DOURDAN CEDEX,,0,,,,0,,,0,,
BEKO FRANCE,,,,,,,,,,50 à 99 salariés,Commerce de gros (commerce interentreprises) d'appareils électroménagers,Commerce de gros (commerce interentreprises) d'appareils électroménagers,Commerce de gros d'appareils électroménagers,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) d'appareils électroménagers,Commerce de gros d'appareils électroménagers,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,1-3 RUE FRANCIS DE PRESSENSE,266,,AV,DU PRESIDENT WILSON,93200,SAINT-DENIS,,93066,0,,,1,,RUE,FRANCIS DE PRESSENSE,93200,SAINT-DENIS,,93066,,
EURO VERT,,,,,,,,,,50 à 99 salariés,Services d'aménagement paysager,Services d'aménagement paysager,Services d'aménagement paysager,Services relatifs aux bâtiments et aménagement paysager,Activités de services administratifs et de soutien,True,Services d'aménagement paysager,Services d'aménagement paysager,Services d'aménagement paysager,Services relatifs aux bâtiments et aménagement paysager,Activités de services administratifs et de soutien,,12,,RUE,DU 11 NOVEMBRE 1918,94460,VALENTON,,94074,0,,,0,,,,0,,,0,,
AMPHITECH,,,,,,,,,,50 à 99 salariés,Fabrication d'équipements de communication,Fabrication d'équipements de communication,Fabrication d'équipements de communication,"Fabrication de produits informatiques, électroniques et optiques",Industrie manufacturière,True,Fabrication d'équipements de communication,Fabrication d'équipements de communication,Fabrication d'équipements de communication,"Fabrication de produits informatiques, électroniques et optiques",Industrie manufacturière,,1,,RUE,ROBERT ET SONIA DELAUNAY,75011,PARIS 11,,75111,0,,,0,,,,0,,,0,,
UGC CINE CITE,,,,,,,UGC CINE CITE LA DEFENSE,,,50 à 99 salariés,Projection de films cinématographiques,Projection de films cinématographiques,Projection de films cinématographiques,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",Information et communication,False,Projection de films cinématographiques,Projection de films cinématographiques,"Activités cinématographiques, vidéo et de télévision","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",Information et communication,,0,,,CENTRE CIAL LES 4 TEMPS,92800,PUTEAUX,92092,92062,0,,,0,,,,0,,,0,,
PERMIS DE VIVRE LA VILLE,,,,,,,,,,50 à 99 salariés,Autres organisations fonctionnant par adhésion volontaire,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,Activités des organisations associatives,Autres activités de services,True,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,Activités des autres organisations associatives,Activités des organisations associatives,Autres activités de services,,23,,RUE,BENARD,75014,PARIS 14,,75114,0,,,0,,,,0,,,0,,
PROXIMY,SDVP,,,,,SDVP,,,,50 à 99 salariés,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Activités de poste et de courrier,Transports et entreposage,False,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,,9,,RUE,DE L ESCOUVRIER,95200,SARCELLES,,95585,0,,,0,,,,0,,,0,,
PROXIMY,SDVP,,,,,SDVP,,,,50 à 99 salariés,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Activités de poste et de courrier,Transports et entreposage,False,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,,75,,AV,ARISTIDE BRIAND,94110,ARCUEIL,,94003,0,,,0,,,,0,,,0,,
PROXIMY,SDVP,,,,,SDVP,,,,50 à 99 salariés,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Activités de poste et de courrier,Transports et entreposage,False,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,BAT INDUSTRIEL POLYVALENT N 20,6,,AV,DES BLEUETS,94380,BONNEUIL-SUR-MARNE,,94011,0,,,0,,,,0,,,0,,
PROXIMY,SDVP,,,,,SDVP,,,,50 à 99 salariés,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Activités de poste et de courrier,Transports et entreposage,False,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,BONNET PARC SPIRIT MELIES,3,,RUE,GEORGES MELIES,78390,BOIS D'ARCY,,78073,0,,,0,,,,0,,,0,,
PROXIMY,SDVP,,,,,SDVP,,,,50 à 99 salariés,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Activités de poste et de courrier,Transports et entreposage,False,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,,34,,RTE,DE LONGJUMEAU,91380,CHILLY-MAZARIN,,91161,0,,,0,,,,0,,,0,,
PROXIMY,SDVP,,,,,SDVP,,,,50 à 99 salariés,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Activités de poste et de courrier,Transports et entreposage,False,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,04-Aug,4,,QUAI,DE LA SEINE,93400,SAINT-OUEN-SUR-SEINE,,93070,0,,,0,,,,0,,,0,,
PROXIMY,SDVP,,,,,SDVP,,,,50 à 99 salariés,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Activités de poste et de courrier,Transports et entreposage,False,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,PARC DE L'ESPLANADE,4,,RUE,ENRICO FERMI,77400,SAINT-THIBAULT-DES-VIGNES,,77438,0,,,0,,,,0,,,0,,
ALLIANCE ESDB,,,,,,,,,,50 à 99 salariés,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,False,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,,18,,BD,SALVADOR ALLENDE,78700,CONFLANS-SAINTE-HONORINE,,78172,0,,,0,,,,0,,,0,,
FIVES CONVEYING,,,,,,,,,,50 à 99 salariés,Fabrication de matériel de levage et de manutention,Fabrication de matériel de levage et de manutention,Fabrication de matériel de levage et de manutention,Fabrication de machines et équipements n.c.a.,Industrie manufacturière,True,Fabrication de matériel de levage et de manutention,Fabrication de matériel de levage et de manutention,Fabrication d'autres machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière,ZAC DU VAL D'EUROPE,6,,RUE,DE ROME,77144,MONTEVRAIN,,77307,77772,MARNE LA VALLEE CEDEX 4,,0,,,,0,,,0,,
ATMOSPHERE,,,,,,,,,,50 à 99 salariés,Aide à domicile,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,True,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,,22,,RUE,DU SENTIER,75002,PARIS 2,,75102,0,,,0,,,,0,,,0,,
DONALDSON ULTRAFILTER SAS,,,,,,,,,,50 à 99 salariés,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,Commerce de gros d'autres machines et équipements,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,Commerce de gros d'autres machines et équipements,Commerce de gros d'autres équipements industriels,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,6,,RUE,DE LA CROIX JACQUEBOT,95450,VIGNY,,95658,0,,,0,,,,0,,,0,,
GN AUDIO FRANCE SA,,,,,,,JABRA,,,50 à 99 salariés,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,Commerce de gros de composants et d'équipements électroniques et de télécommunication,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,Commerce de gros de composants et d'équipements électroniques et de télécommunication,Commerce de gros d'équipements de l'information et de la communication,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,MOULIN BAT 2- OMEGA PARC,3,,BD,JEAN MOULIN,78990,ELANCOURT,,78208,0,,,0,,,,0,,,0,,
PWC AUDIT,,,,,,,,,,50 à 99 salariés,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",True,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",,63,,RUE,DE VILLIERS,92200,NEUILLY-SUR-SEINE,,92051,0,,,0,,,,0,,,0,,
SEPTEO SOLUTIONS NOTAIRES,GENAPI,,,,,GENAPI,,,,50 à 99 salariés,Édition de logiciels applicatifs,Édition de logiciels applicatifs,Édition d'autres logiciels,Édition,Information et communication,False,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,14,,RUE,MAGELLAN,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
GROUP RECHERC ART HISTOI ACHITECT LITTER,GRAHAL,,,,,GRAHAL,,,,50 à 99 salariés,"Activités spécialisées, scientifiques et techniques diverses","Activités spécialisées, scientifiques et techniques diverses","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",True,"Activités spécialisées, scientifiques et techniques diverses","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",,23,,BD,POISSONNIERE,75002,PARIS 2,,75102,0,,,0,,,,0,,,0,,
