AdresseEtablissementPrive,NomEtablissementPrive
19 RUE 11 NOVEMBRE 78110 LE VESINET,['Ecole elementaire privee  International  Malherbe']
19 RUE BOURET 75019 PARIS,['College prive Saint-Georges']
19 RUE DE DOMREMY 75013 PARIS 13,['Ctre univ gestion informatique']
19 RUE DU COMMANDANT RENE MOUCHOTTE 94160 SAINT-MANDE,['Maternelle privee Gan Alef-Beth']
19 RUE LOUIS BLANC 92190 MEUDON,['Ecole primaire privee Notre-Dame de Joie']
19 RUE LOUIS PASTEUR LE CHESNAY 78150 LE CHESNAY-ROCQUENCOURT,['Ecole elementaire privee Blanche de Castille']
19 RUE DE DOMREMY 75013 PARIS 13,['E.P.PR BETH MYRIAM 19 rue de Domremy']
19 RUE DE LA STATION 92600 ASNIERES-SUR-SEINE,"['College Sainte-Genevieve', 'Ecole primaire privee Sainte Genevieve', 'Lycee Sainte-Genevieve']"
19 RUE RUE JEAN FRANCOIS MARMONTEL 94320 THIAIS,['Lycee Cours du Hameau']
19 SENTIER DES EPINETTES 92130 ISSY-LES-MOULINEAUX,['Ecole elementaire privee Armenienne Tarkmantchatz']
2  ALLEE DU REVERDI 77240 VERT-SAINT-DENIS,['IME Le Reverdi']
2  RUE REMUSAT 75016 PARIS 16,"['Inst sc et techniques humaines enseignement superieur', 'Prepa Commercia']"
2 4 RUE JEAN-BAPTISTE CLEMENT 93200 SAINT-DENIS,['Ecole privee Al Andalus']
2 ALLEE DES FOUGERES 93340 LE RAINCY,['IME Edelweiss AIPEI']
2 AVENUE DE BELLEVUE 93220 GAGNY,['IME Montguichet']
2 RUE ANNE-MARIE JAVOUHEY 77300 FONTAINEBLEAU,['IMP La Sitelle']
2 RUE DE LA FAISANDERIE 94460 VALENTON,['EPP Le Petit Chateau']
2 ALLEE DU GUI 78170 LA CELLE-SAINT-CLOUD,"[""Institut medico educatif Le pre d'Orient""]"
2 ALLEE ROBERT DEBRE 92350 LE PLESSIS-ROBINSON,['Ecole elementaire privee montessori 21 du plessis-robinson']
2 AVENUE ROBERT SCHUMAN 95500 GONESSE,"[""Etablissement pour infirmes moteurs Institut d'education motrice Madeleine Fockenberghe""]"
2 AVENUE DU GENERAL DE GAULLE 91100 CORBEIL-ESSONNES,"['Ecole secondaire privee La Lumiere du Savoir', 'Lycee General et Technologique La Lumiere du Savoir', 'Ecole elementaire privee la Lumiere du Savoir']"
2 AVENUE DU REPOS 94270 LE KREMLIN-BICETRE,"[""Ecole primaire privee Jeanne d'Arc"", ""College Jeanne d'Arc""]"
2 BIS BOULEVARD TOUSSAINT LUCAS 95130 FRANCONVILLE,"[""College Sainte-Jeanne d'Arc"", ""Ecole primaire privee Institution Jeanne d'Arc"", ""Lycee polyvalent Jeanne d'Arc""]"
2 BIS QUAI DES CELESTINS 75004 PARIS,"['College prive Massillon', 'Lycee prive Massillon']"
2 BOULEVARD SOULT 75012 PARIS 12,['Cours Moliere (Ecole secondaire privee)']
2 CHEMIN DES TARTRES 95220 HERBLAY-SUR-SEINE,"[""Ecole primaire privee Jeanne d'Arc""]"
2 CHEMIN DU GALICET 78840 FRENEUSE,['Institut medico educatif Les heures claires']
2 CHEMIN DE LA BUTTE 78640 SAINT-GERMAIN-DE-LA-GRANGE,['Ecole secondaire privee IDEE']
2 GRANDE RUE RUE 78870 BAILLY,"[""Etablissement pour infirmes moteurs Institut d'education motrice""]"
2 PLACE D'ARMES 94106 SAINT-MAUR-DES-FOSSES,['Lycee Teilhard de Chardin']
2 ROUTE DE PUISEAUX 77540 LE PLESSIS-FEU-AUSSOUX,"['College prive Kalyma', 'Ecole primaire Kalyma']"
2 RUE ALSACE LORRAINE 93250 VILLEMOMBLE,['College Saint-Louis Blanche de Castille']
2 RUE AUGUSTE BARTHOLDI 75015 PARIS 15,['E.M.PR ECOLE KOENIG 2 rue Auguste Bartholdi']
2 RUE AUVRY 93300 AUBERVILLIERS,['Ecole Primaire Montessori 21 Aubervilliers-Villette']
2 RUE DRANEM 75011 PARIS 11,"['College prive Ecole Walt', 'Ecole Elementaire Privee Walt']"
2 RUE EMILE BOREL 75017 PARIS,"['Lycee prive Gaston Tenoudji - Rachi', 'College prive Gaston Tenoudji']"
2 RUE EMILE BOREL 75017 PARIS 17,['E.P.PR ALLIANCE RACHI 2 rue Emile Borel']
2 RUE EMILIEN COLIN 92150 SURESNES,"[""Ecole primaire privee  - l'Ecole de l'Optimisme""]"
2 RUE G ANTHONIOZ DE GAULLE 91200 ATHIS-MONS,['Lycee Saint-Charles']
2 RUE GENEVIEVE ANTHONIOZ DE GAULLE 91205 ATHIS-MONS,['College Saint-Charles']
2 RUE JOLIOT CURIE 93270 SEVRAN,"['Lycee Prive La Fraternite', 'College prive La Fraternite']"
2 RUE JEAN-BAPTISTE CLEMENT 93200 SAINT-DENIS,"[""College Al'Andalus""]"
2 RUE NORMANDIE NIEMEN 78990 ELANCOURT,['Etablissement pour Poly-handicapes Institut medico-educatif la cle Saint-Pierre']
2 RUE PAUL QUESVERS 77130 MONTEREAU-FAULT-YONNE,['Ecole primaire privee Sacre Coeur']
2 RUE PIERRE NICOLE 78114 MAGNY-LES-HAMEAUX,"[""Ecole 2D degre professionnel privee - Ferme Ecole Graines d'Avenir""]"
2 RUE ROBERT SCHUMAN 91200 ATHIS-MONS,['Ecole primaire privee Saint Charles']
2 RUE SANTERRE 75012 PARIS 12,['E.P.PR ETRE ET SAVOIR 2 rue Santerre']
2 RUE THIMONNIER 75009 PARIS  9,['Ecole elementaire privee Wi School']
2 RUE TRISTAN TZARA 75018 PARIS,['College prive Sinai']
2 RUE TRISTAN TZARA 75018 PARIS 18,['E.P.PR SINAI 2 rue Tristan Tzara']
2 RUE VIARMES 75001 PARIS  1ER ARRONDISSEMENT,['BIOP CCI']
2 RUE BIS RUE DU CHATEAU 92200 NEUILLY-SUR-SEINE,['Ecole privee Marianne Picard']
2 RUE D'OLIVET 75007 PARIS,['Lycee prive Albert de Mun']
2 RUE DE JOINVILLE 75019 PARIS 19,['E.P.PR MONTESSORI JEUNES POUSSES 2 rue de Joinville']
2 RUE DE LAITRE 91290 ARPAJON,"[""Ecole primaire privee Jeanne d'Arc""]"
2 RUE DE L'ABBAYE 92164 ANTONY,['College Sainte-Marie la Croix']
2 RUE DE L'EGLISE 94470 BOISSY-SAINT-LEGER,['Ecole primaire privee Sacres-Coeurs']
2 RUE DE L'OLIVET 75007 PARIS,"[""Section d'enseignement professionnel du lycee prive Albert de Mun""]"
2 RUE DU FAUBOURG POISSONNIERE 75010 PARIS,['Lycee prive Edgar Poe']
2 TER RUE DE LA CITADELLE 94230 CACHAN,['Ecole primaire privee Saint Joseph']
2 TER RUE DE LA CITADELLE 94230 CACHAN,['College Saint-Joseph']
2-6 RUE TRISTAN TZARA 75018 PARIS,['Lycee prive Sinai']
20 ALLEE VAN GOGH 94450 LIMEIL-BREVANNES,['IME Armonia']
20 RUE CHATEAUBRIAND 92290 CHATENAY-MALABRY,['Institut therapeutique educatif et pedagogique Jacques Prevert']
20 RUE DE LA GUILLEMAINE 91520 EGLY,['Institut medico educatif la Guillemaine']
20 ALLEE DES AULNES 78190 TRAPPES,['Ecole maternelle privee Ecole Montessori Main dans la Main']
20 AVENUE BUGEAUD 75016 PARIS 16,"[""E.P.PR SAINT-FRANCOIS D'EYLAU 20 avenue Bugeaud""]"
20 AVENUE ROGER HENNEQUIN 78190 TRAPPES,['Ecole elementaire privee Ibn Battuta']
20 ROUTE DE MAISONS 78400 CHATOU,['Institut medico educatif - Institut de Pedagogie Curative']
20 RUE DANIEL CASANOVA 77290 MITRY-MORY,"[""IME L'Oasis""]"
20 RUE HENRI MARTIN 92100 BOULOGNE-BILLANCOURT,['Ecole maternelle privee Everest']
20 RUE MADAME 75006 PARIS  6,['centre Resolux']
20 RUE MAGELLAN 94370 SUCY-EN-BRIE,['Academie internationale des metiers du sport']
20 RUE DE DOMREMY 75013 PARIS,['College La Salle - Notre-Dame de la Gare']
20 RUE DU DR SUREAU 93167 NOISY-LE-GRAND,"['Lycee general prive Francoise Cabrini', 'Lycee professionnel prive Francoise Cabrini']"
20-24 RUE BOURET 75019 PARIS,"[""Section d'enseignement professionnel du lycee prive L'Initiative"", ""Lycee l'Initiative""]"
205 RUE JAVEL 75015 PARIS 15,['E.P.S.PR SAINT-JEAN DE DIEU 205 rue Javel']
21  RUE DU FAUBOURG ST ANTOINE 75011 PARIS 11,"[""Institut Medico-Educatif les petites victoires de l'Asap""]"
21 BIS RUE AUGUSTE MOUNIE 92164 ANTONY,['Ecole primaire privee Sainte Marie']
21 PASSAGE DUBAIL 75010 PARIS 10,"['E.P.PR LA CANOPEE 21 passage dubail', 'College prive la Canopee', 'Lycee prive la Canopee']"
21 ROUTE DE VERSAILLES 78430 LOUVECIENNES,"['Ecole maternelle privee montessori academy', 'Ecole primaire privee montessori academy']"
21 RUE CARDUCCI 75019 PARIS,"[""Section d'enseignement professionnel du lycee prive Jules Richard"", 'Lycee technologique prive Jules Richard']"
21 RUE DIDEROT 94300 VINCENNES,['College prive Hub School Vincennes']
21 RUE ERLANGER 75016 PARIS 16,['E.P.PR NOTRE-DAME DES OISEAUX 21 rue Erlanger']
21 RUE SAINT ANTOINE 75004 PARIS  4,['E.E.PR LES FRANCS BOURGEOIS 21 rue Saint Antoine']
21 RUE SAINT-ANTOINE 75004 PARIS,"['College prive des Francs Bourgeois', 'Lycee prive des Francs Bourgeois - La Salle']"
21 RUE DE LAVAL 77120 BEAUTHEIL-SAINTS,['College E3C Ecole Creative']
21 RUE DE VARENNE 75007 PARIS,"[""Lycee prive Paul Claudel-d'Hulst""]"
21 RUE DU PETIT MUSC 75004 PARIS  4,['E.M.PR DOUCES MATERNELLES BASTILLE 21 rue du Petit Musc']
21 RUE DU VAL DE GRACE 75005 PARIS  5,"['Cours Diagonale', 'College prive Ecole Diagonale']"
216 AVENUE HENRI BARBUSSE 93000 BOBIGNY,"['College prive Charles Peguy', 'Ecole elementaire privee Charles Peguy', 'Lycee general prive Charles Peguy']"
22  RUE DES FAVORITES 75015 PARIS 15,['Centre experimental en orthophonie pedagogique']
22 RUE PROSPER LEGOUTE 92160 ANTONY,['Institut medico educatif CPPS Parc Heller']
22 AVENUE DETOUCHE 93250 VILLEMOMBLE,['Ecole primaire privee Saint Louis-Blanche de Castille']
22 AVENUE DE VERDUN 94000 CRETEIL,"[""Lycee general et technologique de l'ensemble Sainte-Marie""]"
22 QUAI DU PRESIDENT CARNOT 92210 SAINT-CLOUD,['Ecole secondaire privee ALEF']
22 ROUTE DE GRESSEY 78550 RICHEBOURG,"[""Etablissement pour infirmes moteurs Institut d'education motrice Chateau de Richebourg""]"
22 RUE DES VENETS 92000 NANTERRE,['Ecole 2D degre professionnel privee Paris Beauty Academy']
22 RUE JEAN COTTIN 75018 PARIS 18,['ITEP Angela Davis Junior']
22 RUE MOUTARD MARTIN 91460 MARCOUSSIS,['Ecole primaire privee Saint Joseph']
22 RUE NOTRE DAME DES CHAMPS 75006 PARIS  6,['E.P.PR STANISLAS 22 rue Notre Dame des Champs']
22 RUE NOTRE-DAME DES CHAMPS 75006 PARIS,['College prive Stanislas']
22 RUE NOTRE-DAME-DES-CHAMPS 75279 PARIS,['Lycee prive Stanislas']
22 RUE ROBINSON 91100 CORBEIL-ESSONNES,"['Ecole Elementaire privee Groupe Scolaire Excellence', 'Ecole secondaire privee Groupe Scolaire Excellence', 'Ecole generale et technologique privee Groupe Scolaire Excellence']"
22 RUE VAUGELAS 75015 PARIS 15,"['College prive Cours du Pont de Pierre', 'Lycee prive Cours du Pont de Pierre']"
22 RUE DU GENERAL LECLERC 78430 LOUVECIENNES,"[""Ecole elementaire privee Sainte Jeanne d'Arc""]"
22 TER RUE ALEXANDRE DUMAS 78100 SAINT-GERMAIN-EN-LAYE,['Ecole elementaire privee Notre-Dame']
223 RUE PIERRE CURIE 77190 DAMMARIE-LES-LYS,['Ecole primaire privee Sainte-Marie']
227 AVENUE GEORGES CLEMENCEAU 92000 NANTERRE,"['Ecole generale et technologique privee IBN BADIS', ""Ecole secondaire privee de l'Institut d'enseignement IBN Badis"", ""Ecole elementaire privee IBN Badis de l'Institut d'Enseignement Ben Badis""]"
23  BOULEVARD BEAUSEJOUR 75016 PARIS 16,['Cours Beausejour (Ecole secondaire privee)']
23 RUE DE L'UNIVERSITE 93160 NOISY-LE-GRAND,['APF Les Chemins de Traverse']
23 RUE RAVON 92340 BOURG-LA-REINE,['Institut medico educatif Alternance']
23 AVENUE GEORGE V 75008 PARIS  8,['E.P.PR THE BILINGUAL MONTESSORI SCHOOL OF PARIS 23 avenue George V']
23 BOULEVARD JEAN JAURES 92100 BOULOGNE-BILLANCOURT,['Ecole primaire privee Saint Alexandre']
23 RUE CORTAMBERT 75016 PARIS 16,['Lycee Sup Sante']
23 RUE DE CRONSTADT 75015 PARIS 15,['College prive EIB The Victor Hugo School']
23 RUE FRANKLIN 78100 SAINT-GERMAIN-EN-LAYE,['Ecole maternelle privee cube school saint-germain-en-laye']
23 RUE GAMBETTA 78130 LES MUREAUX,['Ecole elementaire privee Graines du savoir']
23 RUE GEORGES HERREWYN 78270 BONNIERES-SUR-SEINE,"['Ecole elementaire privee Saint Louis', 'College Saint-Louis']"
23 RUE GUILLAUME TELL 75017 PARIS 17,['College prive Ecole Juive Moderne']
23 RUE MOREL 92110 CLICHY,['Ecole elementaire privee Beth Sepher Yad Mordekai']
23 RUE MOREL 92110 CLICHY,"['College prive Beth Sepher Yad Mordekai', 'Ecole generale et technologique privee Beth Sepher Yad Mordekai']"
23 RUE DE CLAIREFONTAINE 78120 RAMBOUILLET,['Ecole secondaire privee Saint Jean Bosco']
23 RUE DES POISSONNIERS 92200 NEUILLY-SUR-SEINE,['Ecole primaire privee La Trinite']
23 RUE DU GENERAL LECLERC 95780 LA ROCHE-GUYON,['Ecole secondaire privee IInstitut de Gestion Sociale des Armees']
23 RUE DU VERGER 91800 BRUNOY,['Ecole primaire privee La Montessorine']
23 RUE RUE DE LA CLAIREFONTAINE 78120 RAMBOUILLET,['Ecole elementaire privee Jacinthe et Francois']
230 RUE FAUBOURG SAINT HONORE 75008 PARIS  8,"[""Plus values ecole privee d'ens technique sup""]"
230 RUE DU FAUBOURG SAINT HONORE 75008 PARIS  8,['Ecole primaire Le cours du rocher']
231 BOULEVARD VOLTAIRE 75011 PARIS 11,['E.P.PR GANENOU 231 boulevard Voltaire']
238 BOULEVARD SAINT DENIS 92400 COURBEVOIE,['Ecole primaire privee Montalembert']
24  RUE BAYEN 75017 PARIS 17,['Fondation Gombault Darnaud Hopital De Jour']
24  RUE CHARCOT 75013 PARIS 13,['Geoffroy Saint-Hilaire (Ecole secondaire privee)']
24 RUE DE LA FRATERNITE 94500 CHAMPIGNY-SUR-MARNE,"[""Institut d'education specialise de Champigny-sur-Marne""]"
24 RUE DE LA PREVOYANCE 94500 CHAMPIGNY-SUR-MARNE,['institut medico-educatif franchemont']
24 BIS RUE SAINT PETERSOURG 75008 PARIS  8,['E.P.PR JEAN PAUL II 24 rue Saint Petersourg']
24 BIS RUE DE LA FERME 92200 NEUILLY-SUR-SEINE,['Ecole maternelle Montessori de Neuilly sur Seine']
24 BOULEVARD PASTEUR 93120 LA COURNEUVE,['IME Sesame Autiste']
24 RUE ALEX GUILMANT 92190 MEUDON,['College Notre-Dame']
24 RUE ALEXANDRE GUILMANT 92190 MEUDON,['Lycee Notre-Dame']
24 RUE CHARLES DE GAULLE 95170 DEUIL-LA-BARRE,['Ecole primaire privee Sainte Marie']
24 RUE DE L'ESCOUVRIER 95200 SARCELLES,['Ecole elementaire privee Fihri']
24 RUE GUYNEMER 94160 SAINT-MANDE,['Ecole primaire privee Notre-Dame']
24 RUE INGENIEUR ROBERT KELLER 75015 PARIS 15,"[""L'Ecole (Ecole secondaire privee)""]"
24 RUE MADAME 95550 BESSANCOURT,['Ecole secondaire privee New School']
24 RUE DE BABYLONE 75007 PARIS  7,['E.M.PR AT MONTESSORI BABYLONE 24 rue de Babylone']
24 RUE DE L'ESCOUVRIER 95200 SARCELLES,['Ecole secondaire privee Academie Fihri']
24 RUE DE L'INGENIEUR ROBERT KELLER 75015 PARIS 15,['Ecole Secondaire Privee Maigret']
24 TER RUE CHARCOT 75013 PARIS 13,['College prive Etienne Geoffroy Saint Hilaire']
247 RUE SAINT-JACQUES 75005 PARIS  5,['E.M.PR MONTESSORI INTER JARDIN DU LUX 247 rue Saint-Jacques']
25  RUE LACORDAIRE 75015 PARIS 15,['IME Protection Sociale Vaugirard']
25  RUE POLITZER 75012 PARIS 12,['Les Ateliers De Jemmapes Centre  D aide Par Le Travail']
25 AVENUE MISSAK MANOUCHIAN 77176 SAVIGNY-LE-TEMPLE,"['Ecole la ferme des savoirs', 'College La Ferme des Savoirs']"
25 AVENUE DU GENERAL LECLERC 93270 SEVRAN,['Ecole primaire privee Sainte Agnes']
25 RUE CLAUDE TILLIER 75012 PARIS 12,"[""Institut Prive Superieur des Systemes d'Information""]"
25 RUE DARGONO 75012 PARIS 12,['E.P.PR ECOLE DU CERENE 25 rue Dargono']
25 RUE DAUBIGNY 75017 PARIS,['Lycee prive Sainte-Ursule Louise de Bettignies']
25 RUE GINOUX 75015 PARIS 15,['Institut de formation avancee aux metiers de la sante']
25 RUE MOZART 92110 CLICHY,['Ecole maternelle privee Montessori esclaibes clichy']
25 RUE SAINT-AMBROISE 75011 PARIS 11,['Lycee technologique prive ESARC Evolution Paris']
25 RUE D'ESTIENNE D'ORVES 92250 LA GARENNE-COLOMBES,['Ecole primaire privee Sainte Genevieve']
25 RUE D'ORSEL 75018 PARIS 18,"[""E.M.PR ECOLE MONTESSORI SQUARE 25 rue d'Orsel""]"
25 RUE DE BORREGO 75020 PARIS 20,['IME Les Tout-Petits']
25 RUE DE LA CROIX BLANCHE 78870 BAILLY,"['Ecole elementaire privee Bilingue Montessori NLC 78', 'Ecole secondaire privee NLC International School']"
25 RUE DU PETIT MUSC 75004 PARIS  4,['Ecole generale et technologique privee Cours Legendre']
25 RUE MOZART 92110 CLICHY,['Ecole primaire privee montessori esclaibes clichy']
252 TER RUE DU FAUBOURG SAINT-ANTOINE 75012 PARIS 12,['E.P.PR EUGENE NAPOLEON ST P. FOURIER 252 ter rue du Faubourg Saint-Antoine']
26 RUE MAL DELATTRE DE TASSIGNY 78000 VERSAILLES,['College Saint-Jean - Hulst']
26 RUE PIERRE JOIGNEAUX 92270 BOIS-COLOMBES,"[""Lycee d'enseignement general prive Hautefeuille""]"
26 RUE D'ETAMPES 91410 DOURDAN,"[""College Jeanne d'Arc""]"
26 RUE DE MARTIGNAC 75007 PARIS  7,['E.M.PR LA NOUVELLE ECOLE 26 rue de Martignac']
26 RUE DU BOIS MOUSSAY 93240 STAINS,['La residence Sociale - ESAT Marville']
26 RUE DU MARECHAL DE LATTRE DE TASSIGNY 78000 VERSAILLES,['Lycee Saint-Jean et Hulst']
27 RUE HENRI PROU 78340 LES CLAYES-SOUS-BOIS,['Institut medico educatif  Rene Fontaine']
27 RUE JEAN JAURES 78190 TRAPPES,['Ecole elementaire privee Sainte Marie']
27 RUE JEAN MERMOZ 78000 VERSAILLES,['Ecole elementaire privee Sainte Agnes']
27 RUE PIERRE DE MONTREUIL 93100 MONTREUIL,"[""Ecole Espace l'Art a Palabres""]"
27 RUE DE LA FAISANDERIE 75016 PARIS 16,['E.P.PR Union School 27 rue de la Faisanderie']
27 RUE DU GENERAL LECLERC 78420 CARRIERES-SUR-SEINE,['Institut medico educatif La roseraie']
273 RUE DE VAUGIRARD 75015 PARIS 15,"[""Institut superieur de l'audiovisuel""]"
28  RUE DU TOUR D'ECHELLE 78750 MAREIL-MARLY,['FOREST INTERNATIONAL SCHOOL']
28 GRANDE RUE 91310 MONTLHERY,['College Moreau']
28 AVENUE CHARLES BINDER 95290 L'ISLE-ADAM,['Ecole primaire privee laique la marelle']
28 AVENUE SAINTE FOY 92200 NEUILLY-SUR-SEINE,['Ecole primaire privee Saint Dominique']
28 BOULEVARD DE L'EUROPE 78540 VERNOUILLET,"[""Ecole elementaire privee Montessori Secrets d'Enfance""]"
28 GRANDE RUE GRANDE RUE 91310 MONTLHERY,['Ecole primaire privee Blaise Pascal']
28 RUE BEAUREPAIRE 75010 PARIS 10,['E.M.PR BEAUREPAIRE 28 rue Beaurepaire']
28 RUE DE VALENTON 94470 BOISSY-SAINT-LEGER,['Le Cedre Bleu']
28 RUE PIERRE NICOLE 75005 PARIS,"['College prive Sevigne', 'Lycee prive Sevigne']"
28 RUE SAINT LAMBERT 75015 PARIS 15,['E.M.PR LES PETITS CRAYONS']
28 RUE DE TREVISE 75009 PARIS  9,['Silvya Terrade Lafayette']
28 RUE DES MARGUETTES 75012 PARIS 12,['EMA Paris']
28 RUE DU FER A MOULIN 75005 PARIS  5,['E.M.PR MONTESSORI KIDS 28 rue du Fer a Moulin']
28 RUE DU PLATEAU 75019 PARIS,['Lycee prive des Petits Champs']
28 RUE DU TOUR D'ECHELLE 78750 MAREIL-MARLY,"['FOREST INTERNATIONAL SCHOOL', 'Ecole secondaire privee Forest International School']"
29 AVENUE LEON BOLLEE 75013 PARIS,"['College prive Yabne', 'Lycee prive Yabne']"
29 BIS RUE DE THIONVILLE 75019 PARIS 19,['E.P.PR MERKAZ OHR JOSEPH 29 bis rue de Thionville']
29 BOULEVARD VICTOR HUGO 92200 NEUILLY-SUR-SEINE,['Ecole primaire privee Sainte Marie de Neuilly']
29 CHEMIN DES BOURDONS 93220 GAGNY,['Ecole primaire privee Merkaz Hatorah']
29 RUE DES PATIS 95520 OSNY,['Ecole primaire prive du Petit Prince']
29 RUE GASSENDI 75014 PARIS,"['College prive Catherine Laboure', ""Section d'enseignement professionnel du lycee prive Catherine Laboure"", 'Lycee prive Catherine Laboure']"
29 RUE HENRI SAVIGNAC 92190 MEUDON,['Ecole primaire privee Saint Joseph Bellevue']
29 RUE MERLIN 75011 PARIS,"['Ecole France Quere Association Votre ecole chez vous', 'College prive Ecole France Quere Association Votre ecole chez vous']"
29 RUE MERLIN 75011 PARIS 11,['E.P.S.PR VOTRE ECOLE CHEZ VOUS FRANCE QUERE 29 rue Merlin']
29 RUE PIERRE MARX 77260 LA FERTE-SOUS-JOUARRE,"['Ecole primaire privee Sainte-Celine', 'College prive Sainte-Celine', 'Lycee prive Sainte-Celine']"
29 RUE DE PRONY 92600 ASNIERES-SUR-SEINE,"['Ecole elementaire privee du Cours Antoine de St Exupery', 'Ecole secondaire privee  Cours Antoine de Saint-Exupery']"
29 RUE DES ENVIERGES 75020 PARIS,"['College prive Sainte-Louise', 'Lycee prive Sainte-Louise']"
3  RUE DES LILAS 94240 L'HAŸ-LES-ROSES,['IME Les Lilas']
3 ALLEE DES GARAYS 91120 PALAISEAU,"['Ecole maternelle privee Montessori Evolutive Palaiseau', 'Ecole elementaire privee Montessori Evolutive Palaiseau']"
3 AVENUE DE SEGUR 75007 PARIS  7,['College prive Cours Singulier']
3 AVENUE DE VERDUN 93150 LE BLANC-MESNIL,['IME Itard Jean-Marc']
3 AVENUE DE L'EUROPE 92300 LEVALLOIS-PERRET,['Institut medico educatif Europe']
3 BIS CHEMIN DE LA MESSE 77140 SAINT-PIERRE-LES-NEMOURS,['Lycee La Salle - Sainte-Marie']
3 BOULEVARD GALLIENI 95102 ARGENTEUIL,"[""Ecole nationale des professions de l'automobile - GARAC""]"
3 BOULEVARD DU NORD 93340 LE RAINCY,['College Sainte Louise de Marillac']
3 ET 5 RUE HENRI TUROT 75019 PARIS,"[""Lycee prive N'R Hatorah""]"
3 PLACE DU GENERAL DE GAULLE EVRY 91000 EVRY-COURCOURONNES,['Ecole elementaire privee Maria Montessori internationale']
3 ROUTE DEPARTEMENTALE 58 - ABBAYE NOTRE DAME DE LA ROCHE 78320 LEVIS-SAINT-NOM,['Ecole maternelle privee - Arbre bleu - Ecole Montessori']
3 RUE AMELIE 75007 PARIS  7,"['E.P.PR ELLIPSE MONTESSORI ACADEMY 3 rue Amelie', 'College prive Ellipse Montessori']"
3 RUE DANIELLE MITTERAND VIA 18 RUE LENINE 93120 LA COURNEUVE,"[""Ecole primaire privee Jardin d'enfants Saint-Yves""]"
3 RUE FRANCOIS GEOFFRE 78180 MONTIGNY-LE-BRETONNEUX,"['Ecole generale et technologique privee du groupe scolaire prive Samarcande', 'College prive Samarcande', ""Ecole elementaire privee de l'Institut""]"
3 RUE HENRI WALLON 93800 EPINAY-SUR-SEINE,"['College prive Reussite Educative Valeurs et Epanouissement', 'Lycee general et technologique prive Reussite Educative Valeurs et Epanouissement']"
3 RUE MOLIERE 78100 SAINT-GERMAIN-EN-LAYE,['Institut medico educatif Les Glycines']
3 RUE PAPIN 75003 PARIS  3,['E.P.PR MONTESSORI 3 rue Papin']
3 RUE PASTEUR 95650 BOISSY-L'AILLERIE,['Etablissement pour Poly-handicapes Institut medico educatif  Val Fleury']
3 RUE DE TEMARA 78100 SAINT-GERMAIN-EN-LAYE,"['College Notre-Dame', 'Lycee Notre-Dame']"
3 RUE DE LA FRATERNITE 94350 VILLIERS-SUR-MARNE,"['College prive Ecole Enfance et Vie - Ohr Menahem', 'Ecole Enfance et Vie - Ohr Menahem']"
3 RUE DES MEUNIERS 75012 PARIS 12,['Ecole Maternelle Privee Pardess Hanna 12']
3 RUE DES PRAIRIES 75020 PARIS,['College prive Saint-Germain de Charonne']
3 RUE DES TILLEULS 94500 CHAMPIGNY-SUR-MARNE,"['Ecole primaire privee Sainte Therese', 'College Sainte-Therese']"
3 RUE DU DRAGON 75006 PARIS  6,['Lycee technologique prive Dragon Education']
3-5 RUE ARBLADE 92240 MALAKOFF,['College Notre-Dame de France']
30  RUE JEAN ROSTAND 77380 COMBS-LA-VILLE,['IME La Marelle']
30 AVENUE MAZARIN 91380 CHILLY-MAZARIN,['Etablissement pour Deficients Visuels Valentin Hauy']
30 BOULEVARD CARNOT 75012 PARIS,"['Lycee prive Georges Leven', 'College prive Georges Leven']"
30 BOULEVARD GEORGES CLEMENCEAU 78200 MANTES-LA-JOLIE,['Ecole elementaire privee bilingue musumalne Eva de Vitray']
30 RUE BANCEL 77000 MELUN,"[""College Jeanne d'Arc""]"
30 RUE CHAPSAL 94340 JOINVILLE-LE-PONT,['Lycee professionnel JPC Marbeuf Coiffure']
30 RUE CABANIS 75014 PARIS 14,['Quantum Pathway Academy']
